"is_in_union","division_numeric_code","population_count","age_range","mid_year"
"Y",760,3356174,"15-49","2023"
"Y",762,1790802,"15-49","2023"
"Y",764,10953854,"15-49","2023"
"Y",768,1329357,"15-49","2023"
"Y",772,167,"15-49","2023"
"Y",776,13395,"15-49","2023"
"Y",780,176283,"15-49","2023"
"Y",784,1424994,"15-49","2023"
"Y",788,1520577,"15-49","2023"
"Y",792,14593306,"15-49","2023"
"Y",795,1047475,"15-49","2023"
"Y",796,5843,"15-49","2023"
"Y",798,2096,"15-49","2023"
"Y",800,7007564,"15-49","2023"
"Y",804,5811293,"15-49","2023"
"Y",807,323948,"15-49","2023"
"Y",818,18960794,"15-49","2023"
"Y",826,7664091,"15-49","2023"
"Y",830,20703,"15-49","2023"
"Y",834,9242749,"15-49","2023"
"Y",840,39865369,"15-49","2023"
"Y",850,9904,"15-49","2023"
"Y",854,4063560,"15-49","2023"
"Y",858,441264,"15-49","2023"
"Y",860,6317736,"15-49","2023"
"Y",862,4073818,"15-49","2023"
"Y",876,1516,"15-49","2023"
"Y",882,24985,"15-49","2023"
"Y",887,5047792,"15-49","2023"
"Y",894,2802146,"15-49","2023"
"N",4,3023582,"15-49","2023"
"N",8,233224,"15-49","2023"
"N",12,5237934,"15-49","2023"
"N",16,6844,"15-49","2023"
"N",24,3820784,"15-49","2023"
"N",28,14659,"15-49","2023"
"N",31,950525,"15-49","2023"
"N",32,4722148,"15-49","2023"
"N",36,2675530,"15-49","2023"
"N",40,792617,"15-49","2023"
"N",44,67020,"15-49","2023"
"N",48,210499,"15-49","2023"
"N",50,8261575,"15-49","2023"
"N",51,262300,"15-49","2023"
"N",52,28172,"15-49","2023"
"N",56,1404431,"15-49","2023"
"N",60,6701,"15-49","2023"
"N",64,80488,"15-49","2023"
"N",68,1349270,"15-49","2023"
"N",70,259531,"15-49","2023"
"N",72,375903,"15-49","2023"
"N",76,27939114,"15-49","2023"
"N",84,41634,"15-49","2023"
"N",90,64885,"15-49","2023"
"N",92,4370,"15-49","2023"
"N",96,53378,"15-49","2023"
"N",100,607336,"15-49","2023"
"N",104,6582989,"15-49","2023"
"N",108,1402955,"15-49","2023"
"N",112,922023,"15-49","2023"
"N",116,1546276,"15-49","2023"
"N",120,3028187,"15-49","2023"
"N",124,4118852,"15-49","2023"
"N",132,80741,"15-49","2023"
"N",136,8222,"15-49","2023"
"N",140,345205,"15-49","2023"
"N",144,1846020,"15-49","2023"
"N",148,1241560,"15-49","2023"
"N",152,2611020,"15-49","2023"
"N",156,91221290,"15-49","2023"
"N",158,2701694,"15-49","2023"
"N",170,6153789,"15-49","2023"
"N",174,87673,"15-49","2023"
"N",175,36659,"15-49","2023"
"N",178,634315,"15-49","2023"
"N",180,8788249,"15-49","2023"
"N",184,1809,"15-49","2023"
"N",188,701747,"15-49","2023"
"N",191,414366,"15-49","2023"
"N",192,956862,"15-49","2023"
"N",196,146906,"15-49","2023"
"N",203,1192528,"15-49","2023"
"N",204,1002076,"15-49","2023"
"N",208,567721,"15-49","2023"
"N",212,10630,"15-49","2023"
"N",214,1331242,"15-49","2023"
"N",218,2059257,"15-49","2023"
"N",222,847565,"15-49","2023"
"N",226,141955,"15-49","2023"
"N",231,10851779,"15-49","2023"
"N",232,372014,"15-49","2023"
"N",233,143116,"15-49","2023"
"N",234,6533,"15-49","2023"
"N",238,277,"15-49","2023"
"N",242,95131,"15-49","2023"
"N",246,492375,"15-49","2023"
"N",250,6365231,"15-49","2023"
"N",254,52988,"15-49","2023"
"N",258,40459,"15-49","2023"
"N",262,122951,"15-49","2023"
"N",266,291091,"15-49","2023"
"N",268,289716,"15-49","2023"
"N",270,235960,"15-49","2023"
"N",275,493599,"15-49","2023"
"N",276,7537778,"15-49","2023"
"N",288,4081469,"15-49","2023"
"N",292,4158,"15-49","2023"
"N",296,11175,"15-49","2023"
"N",300,963906,"15-49","2023"
"N",304,7978,"15-49","2023"
"N",308,16473,"15-49","2023"
"N",312,43142,"15-49","2023"
"N",316,21857,"15-49","2023"
"N",320,2184800,"15-49","2023"
"N",324,1239199,"15-49","2023"
"N",328,82230,"15-49","2023"
"N",332,1538000,"15-49","2023"
"N",340,1241506,"15-49","2023"
"N",344,978045,"15-49","2023"
"N",348,1010223,"15-49","2023"
"N",352,43642,"15-49","2023"
"N",356,100963730,"15-49","2023"
"N",360,21968567,"15-49","2023"
"N",364,6926580,"15-49","2023"
"N",368,3710507,"15-49","2023"
"N",372,565813,"15-49","2023"
"N",376,1064804,"15-49","2023"
"N",380,5637708,"15-49","2023"
"N",384,3010809,"15-49","2023"
"N",388,525560,"15-49","2023"
"N",392,12477814,"15-49","2023"
"N",398,1734237,"15-49","2023"
"N",400,1227557,"15-49","2023"
"N",404,6882058,"15-49","2023"
"N",408,2217293,"15-49","2023"
"N",410,5195149,"15-49","2023"
"N",414,323616,"15-49","2023"
"N",417,559437,"15-49","2023"
"N",418,811328,"15-49","2023"
"N",422,949526,"15-49","2023"
"N",426,247607,"15-49","2023"
"N",428,184751,"15-49","2023"
"N",430,601281,"15-49","2023"
"N",434,739783,"15-49","2023"
"N",438,2997,"15-49","2023"
"N",440,232152,"15-49","2023"
"N",442,75779,"15-49","2023"
"N",446,84620,"15-49","2023"
"N",450,2422006,"15-49","2023"
"N",454,1974033,"15-49","2023"
"N",458,3627806,"15-49","2023"
"N",462,38484,"15-49","2023"
"N",466,1110801,"15-49","2023"
"N",470,36282,"15-49","2023"
"N",474,37863,"15-49","2023"
"N",478,500213,"15-49","2023"
"N",480,121155,"15-49","2023"
"N",484,14674382,"15-49","2023"
"N",496,357636,"15-49","2023"
"N",498,283712,"15-49","2023"
"N",499,61520,"15-49","2023"
"N",500,637,"15-49","2023"
"N",504,3963587,"15-49","2023"
"N",508,3049287,"15-49","2023"
"N",512,448330,"15-49","2023"
"N",516,477255,"15-49","2023"
"N",520,1144,"15-49","2023"
"N",524,2049301,"15-49","2023"
"N",528,1647773,"15-49","2023"
"N",531,18046,"15-49","2023"
"N",533,14558,"15-49","2023"
"N",540,38156,"15-49","2023"
"N",548,29366,"15-49","2023"
"N",554,472582,"15-49","2023"
"N",558,803722,"15-49","2023"
"N",562,972253,"15-49","2023"
"N",566,17410116,"15-49","2023"
"N",578,616869,"15-49","2023"
"N",583,14062,"15-49","2023"
"N",584,4326,"15-49","2023"
"N",585,2093,"15-49","2023"
"N",586,20194177,"15-49","2023"
"N",591,484862,"15-49","2023"
"N",598,859544,"15-49","2023"
"N",600,818045,"15-49","2023"
"N",604,3749096,"15-49","2023"
"N",608,11983949,"15-49","2023"
"N",616,3532588,"15-49","2023"
"N",620,1011408,"15-49","2023"
"N",624,275902,"15-49","2023"
"N",626,152304,"15-49","2023"
"N",630,307702,"15-49","2023"
"N",634,189395,"15-49","2023"
"N",638,134309,"15-49","2023"
"N",642,1810345,"15-49","2023"
"N",643,15599820,"15-49","2023"
"N",646,1729398,"15-49","2023"
"N",659,6115,"15-49","2023"
"N",660,2150,"15-49","2023"
"N",662,22891,"15-49","2023"
"N",670,13294,"15-49","2023"
"N",678,25801,"15-49","2023"
"N",682,3620644,"15-49","2023"
"N",686,1491065,"15-49","2023"
"N",688,929565,"15-49","2023"
"N",690,12596,"15-49","2023"
"N",694,831255,"15-49","2023"
"N",702,617423,"15-49","2023"
"N",703,612473,"15-49","2023"
"N",704,6796279,"15-49","2023"
"N",705,212359,"15-49","2023"
"N",706,1780296,"15-49","2023"
"N",710,10571922,"15-49","2023"
"N",716,1677129,"15-49","2023"
"N",724,4334387,"15-49","2023"
"N",728,1002203,"15-49","2023"
"N",729,4588003,"15-49","2023"
"N",732,62634,"15-49","2023"
"N",740,70666,"15-49","2023"
"N",748,175928,"15-49","2023"
"N",752,988854,"15-49","2023"
"N",756,813696,"15-49","2023"
"N",760,2237117,"15-49","2023"
"N",762,682483,"15-49","2023"
"N",764,5646824,"15-49","2023"
"N",768,885316,"15-49","2023"
"N",772,158,"15-49","2023"
"N",776,13195,"15-49","2023"
"N",780,175512,"15-49","2023"
"N",784,668693,"15-49","2023"
"N",788,1501248,"15-49","2023"
"N",792,7492779,"15-49","2023"
"N",795,574311,"15-49","2023"
"N",796,4799,"15-49","2023"
"N",798,944,"15-49","2023"
"N",800,5143908,"15-49","2023"
"N",804,4097077,"15-49","2023"
"N",807,166765,"15-49","2023"
"N",818,7498982,"15-49","2023"
"N",826,7335450,"15-49","2023"
"N",830,18101,"15-49","2023"
"N",834,6319403,"15-49","2023"
"N",840,36630500,"15-49","2023"
"N",850,10923,"15-49","2023"
"N",854,1322771,"15-49","2023"
"N",858,388829,"15-49","2023"
"N",860,2873654,"15-49","2023"
"N",862,3676927,"15-49","2023"
"N",876,1093,"15-49","2023"
"N",882,20427,"15-49","2023"
"N",887,3238335,"15-49","2023"
"N",894,2187233,"15-49","2023"
"Y",4,7469530,"15-49","2024"
"Y",8,398577,"15-49","2024"
"Y",12,6121643,"15-49","2024"
"Y",16,6982,"15-49","2024"
"Y",24,4805954,"15-49","2024"
"Y",28,10873,"15-49","2024"
"Y",31,1655340,"15-49","2024"
"Y",32,6926389,"15-49","2024"
"Y",36,3349857,"15-49","2024"
"Y",40,1124058,"15-49","2024"
"Y",44,42310,"15-49","2024"
"Y",48,164548,"15-49","2024"
"Y",50,39425772,"15-49","2024"
"Y",51,476616,"15-49","2024"
"Y",52,36975,"15-49","2024"
"Y",56,1051239,"15-49","2024"
"Y",60,5407,"15-49","2024"
"Y",64,134636,"15-49","2024"
"Y",68,1816045,"15-49","2024"
"Y",70,440713,"15-49","2024"
"Y",72,311062,"15-49","2024"
"Y",76,29272078,"15-49","2024"
"Y",84,77025,"15-49","2024"
"Y",90,111737,"15-49","2024"
"Y",92,3629,"15-49","2024"
"Y",96,63712,"15-49","2024"
"Y",100,779342,"15-49","2024"
"Y",104,8775814,"15-49","2024"
"Y",108,1744063,"15-49","2024"
"Y",112,1151948,"15-49","2024"
"Y",116,3151233,"15-49","2024"
"Y",120,4109898,"15-49","2024"
"Y",124,4598193,"15-49","2024"
"Y",132,74598,"15-49","2024"
"Y",136,7013,"15-49","2024"
"Y",140,923293,"15-49","2024"
"Y",144,3471380,"15-49","2024"
"Y",148,2997459,"15-49","2024"
"Y",152,2120851,"15-49","2024"
"Y",156,232572486,"15-49","2024"
"Y",158,2811447,"15-49","2024"
"Y",170,7594730,"15-49","2024"
"Y",174,146114,"15-49","2024"
"Y",175,40181,"15-49","2024"
"Y",178,823438,"15-49","2024"
"Y",180,13853576,"15-49","2024"
"Y",184,2256,"15-49","2024"
"Y",188,637023,"15-49","2024"
"Y",191,423664,"15-49","2024"
"Y",192,1397987,"15-49","2024"
"Y",196,155478,"15-49","2024"
"Y",203,1100173,"15-49","2024"
"Y",204,2202720,"15-49","2024"
"Y",208,681470,"15-49","2024"
"Y",212,7559,"15-49","2024"
"Y",214,1548008,"15-49","2024"
"Y",218,2693554,"15-49","2024"
"Y",222,994358,"15-49","2024"
"Y",226,210615,"15-49","2024"
"Y",231,20947981,"15-49","2024"
"Y",232,550918,"15-49","2024"
"Y",233,128580,"15-49","2024"
"Y",234,3172,"15-49","2024"
"Y",238,418,"15-49","2024"
"Y",242,132790,"15-49","2024"
"Y",246,656660,"15-49","2024"
"Y",250,7354311,"15-49","2024"
"Y",254,29766,"15-49","2024"
"Y",258,31070,"15-49","2024"
"Y",262,144466,"15-49","2024"
"Y",266,300347,"15-49","2024"
"Y",268,576671,"15-49","2024"
"Y",270,412423,"15-49","2024"
"Y",275,908223,"15-49","2024"
"Y",276,8918223,"15-49","2024"
"Y",288,4206870,"15-49","2024"
"Y",292,3501,"15-49","2024"
"Y",296,20454,"15-49","2024"
"Y",300,1115544,"15-49","2024"
"Y",304,5243,"15-49","2024"
"Y",308,11993,"15-49","2024"
"Y",312,39922,"15-49","2024"
"Y",316,19128,"15-49","2024"
"Y",320,3025114,"15-49","2024"
"Y",324,2348090,"15-49","2024"
"Y",328,115176,"15-49","2024"
"Y",332,1676432,"15-49","2024"
"Y",340,1646785,"15-49","2024"
"Y",344,867802,"15-49","2024"
"Y",348,1103185,"15-49","2024"
"Y",352,35443,"15-49","2024"
"Y",356,269443295,"15-49","2024"
"Y",360,50984357,"15-49","2024"
"Y",364,16303976,"15-49","2024"
"Y",368,7380359,"15-49","2024"
"Y",372,611502,"15-49","2024"
"Y",376,1005578,"15-49","2024"
"Y",380,6066510,"15-49","2024"
"Y",384,4076911,"15-49","2024"
"Y",388,254132,"15-49","2024"
"Y",392,10784147,"15-49","2024"
"Y",398,2837466,"15-49","2024"
"Y",400,1528612,"15-49","2024"
"Y",404,8589983,"15-49","2024"
"Y",408,4030854,"15-49","2024"
"Y",410,5824598,"15-49","2024"
"Y",414,611460,"15-49","2024"
"Y",417,1133086,"15-49","2024"
"Y",418,1246213,"15-49","2024"
"Y",422,798155,"15-49","2024"
"Y",426,328799,"15-49","2024"
"Y",428,179194,"15-49","2024"
"Y",430,746781,"15-49","2024"
"Y",434,1203535,"15-49","2024"
"Y",438,5449,"15-49","2024"
"Y",440,267978,"15-49","2024"
"Y",442,78626,"15-49","2024"
"Y",446,83601,"15-49","2024"
"Y",450,5155556,"15-49","2024"
"Y",454,3339290,"15-49","2024"
"Y",458,5343644,"15-49","2024"
"Y",462,78560,"15-49","2024"
"Y",466,4045204,"15-49","2024"
"Y",470,59229,"15-49","2024"
"Y",474,36042,"15-49","2024"
"Y",478,752338,"15-49","2024"
"Y",480,200335,"15-49","2024"
"Y",484,20879473,"15-49","2024"
"Y",496,508734,"15-49","2024"
"Y",498,732323,"15-49","2024"
"Y",499,80923,"15-49","2024"
"Y",500,423,"15-49","2024"
"Y",504,5824140,"15-49","2024"
"Y",508,5417160,"15-49","2024"
"Y",512,589199,"15-49","2024"
"Y",516,235382,"15-49","2024"
"Y",520,1629,"15-49","2024"
"Y",524,7473713,"15-49","2024"
"Y",528,1917821,"15-49","2024"
"Y",531,18697,"15-49","2024"
"Y",533,9719,"15-49","2024"
"Y",540,34901,"15-49","2024"
"Y",548,54085,"15-49","2024"
"Y",554,635241,"15-49","2024"
"Y",558,1060404,"15-49","2024"
"Y",562,4962622,"15-49","2024"
"Y",566,35112315,"15-49","2024"
"Y",578,614703,"15-49","2024"
"Y",583,16377,"15-49","2024"
"Y",584,11123,"15-49","2024"
"Y",585,1791,"15-49","2024"
"Y",586,39421650,"15-49","2024"
"Y",591,654031,"15-49","2024"
"Y",598,1573081,"15-49","2024"
"Y",600,1143973,"15-49","2024"
"Y",604,5140653,"15-49","2024"
"Y",608,17930865,"15-49","2024"
"Y",616,4854069,"15-49","2024"
"Y",620,1099544,"15-49","2024"
"Y",624,261097,"15-49","2024"
"Y",626,197893,"15-49","2024"
"Y",630,308335,"15-49","2024"
"Y",634,294327,"15-49","2024"
"Y",638,75756,"15-49","2024"
"Y",642,2201570,"15-49","2024"
"Y",643,17340868,"15-49","2024"
"Y",646,1911978,"15-49","2024"
"Y",659,8239,"15-49","2024"
"Y",660,1671,"15-49","2024"
"Y",662,27074,"15-49","2024"
"Y",670,14823,"15-49","2024"
"Y",678,30802,"15-49","2024"
"Y",682,5157345,"15-49","2024"
"Y",686,3074851,"15-49","2024"
"Y",688,996428,"15-49","2024"
"Y",690,10125,"15-49","2024"
"Y",694,1320466,"15-49","2024"
"Y",702,728959,"15-49","2024"
"Y",703,628094,"15-49","2024"
"Y",704,18453919,"15-49","2024"
"Y",705,200392,"15-49","2024"
"Y",706,2232871,"15-49","2024"
"Y",710,6173946,"15-49","2024"
"Y",716,2480142,"15-49","2024"
"Y",724,5361936,"15-49","2024"
"Y",728,1937283,"15-49","2024"
"Y",729,7226472,"15-49","2024"
"Y",732,112879,"15-49","2024"
"Y",740,79634,"15-49","2024"
"Y",748,155614,"15-49","2024"
"Y",752,1172815,"15-49","2024"
"Y",756,1077291,"15-49","2024"
"Y",760,3560064,"15-49","2024"
"Y",762,1813265,"15-49","2024"
"Y",764,10792842,"15-49","2024"
"Y",768,1356808,"15-49","2024"
"Y",772,168,"15-49","2024"
"Y",776,13499,"15-49","2024"
"Y",780,175805,"15-49","2024"
"Y",784,1430099,"15-49","2024"
"Y",788,1520442,"15-49","2024"
"Y",792,14532770,"15-49","2024"
"Y",795,1051478,"15-49","2024"
"Y",796,5853,"15-49","2024"
"Y",798,2126,"15-49","2024"
"Y",800,7201769,"15-49","2024"
"Y",804,5691309,"15-49","2024"
"Y",807,321012,"15-49","2024"
"Y",818,19191948,"15-49","2024"
"Y",826,7636312,"15-49","2024"
"Y",830,20591,"15-49","2024"
"Y",834,9487976,"15-49","2024"
"Y",840,40017384,"15-49","2024"
"Y",850,9845,"15-49","2024"
"Y",854,4179119,"15-49","2024"
"Y",858,440554,"15-49","2024"
"Y",860,6345388,"15-49","2024"
"Y",862,4194657,"15-49","2024"
"Y",876,1486,"15-49","2024"
"Y",882,25202,"15-49","2024"
"Y",887,5166544,"15-49","2024"
"Y",894,2882344,"15-49","2024"
"N",4,3111959,"15-49","2024"
"N",8,227851,"15-49","2024"
"N",12,5324235,"15-49","2024"
"N",16,6819,"15-49","2024"
"N",24,3982184,"15-49","2024"
"N",28,14511,"15-49","2024"
"N",31,954875,"15-49","2024"
"N",32,4747494,"15-49","2024"
"N",36,2698513,"15-49","2024"
"N",40,782945,"15-49","2024"
"N",44,66933,"15-49","2024"
"N",48,214351,"15-49","2024"
"N",50,8332215,"15-49","2024"
"N",51,264949,"15-49","2024"
"N",52,27936,"15-49","2024"
"N",56,1421493,"15-49","2024"
"N",60,6654,"15-49","2024"
"N",64,80914,"15-49","2024"
"N",68,1370939,"15-49","2024"
"N",70,259703,"15-49","2024"
"N",72,381060,"15-49","2024"
"N",76,27997055,"15-49","2024"
"N",84,42090,"15-49","2024"
"N",90,66804,"15-49","2024"
"N",92,4303,"15-49","2024"
"N",96,53158,"15-49","2024"
"N",100,608769,"15-49","2024"
"N",104,6620167,"15-49","2024"
"N",108,1467268,"15-49","2024"
"N",112,922025,"15-49","2024"
"N",116,1579724,"15-49","2024"
"N",120,3156894,"15-49","2024"
"N",124,4140053,"15-49","2024"
"N",132,81177,"15-49","2024"
"N",136,8248,"15-49","2024"
"N",140,360898,"15-49","2024"
"N",144,1859646,"15-49","2024"
"N",148,1307748,"15-49","2024"
"N",152,2581050,"15-49","2024"
"N",156,91485207,"15-49","2024"
"N",158,2645484,"15-49","2024"
"N",170,6098052,"15-49","2024"
"N",174,90316,"15-49","2024"
"N",175,37892,"15-49","2024"
"N",178,655987,"15-49","2024"
"N",180,9189691,"15-49","2024"
"N",184,1790,"15-49","2024"
"N",188,702153,"15-49","2024"
"N",191,414245,"15-49","2024"
"N",192,945738,"15-49","2024"
"N",196,146552,"15-49","2024"
"N",203,1194273,"15-49","2024"
"N",204,1040031,"15-49","2024"
"N",208,570017,"15-49","2024"
"N",212,10504,"15-49","2024"
"N",214,1341684,"15-49","2024"
"N",218,2076866,"15-49","2024"
"N",222,846879,"15-49","2024"
"N",226,148484,"15-49","2024"
"N",231,11094095,"15-49","2024"
"N",232,389278,"15-49","2024"
"N",233,142878,"15-49","2024"
"N",234,6580,"15-49","2024"
"N",238,276,"15-49","2024"
"N",242,96410,"15-49","2024"
"N",246,495647,"15-49","2024"
"N",250,6390673,"15-49","2024"
"N",254,53817,"15-49","2024"
"N",258,40459,"15-49","2024"
"N",262,123410,"15-49","2024"
"N",266,299975,"15-49","2024"
"N",268,291761,"15-49","2024"
"N",270,246389,"15-49","2024"
"N",275,508795,"15-49","2024"
"N",276,7490502,"15-49","2024"
"N",288,4192142,"15-49","2024"
"N",292,4144,"15-49","2024"
"N",296,11587,"15-49","2024"
"N",300,958640,"15-49","2024"
"N",304,8009,"15-49","2024"
"N",308,16411,"15-49","2024"
"N",312,42899,"15-49","2024"
"N",316,21858,"15-49","2024"
"N",320,2227719,"15-49","2024"
"N",324,1298157,"15-49","2024"
"N",328,81643,"15-49","2024"
"N",332,1566671,"15-49","2024"
"N",340,1259262,"15-49","2024"
"N",344,967967,"15-49","2024"
"N",348,995220,"15-49","2024"
"N",352,43877,"15-49","2024"
"N",356,102629108,"15-49","2024"
"N",360,22136173,"15-49","2024"
"N",364,7037503,"15-49","2024"
"N",368,3784803,"15-49","2024"
"N",372,571448,"15-49","2024"
"N",376,1084692,"15-49","2024"
"N",380,5606731,"15-49","2024"
"N",384,3107343,"15-49","2024"
"N",388,522181,"15-49","2024"
"N",392,12325088,"15-49","2024"
"N",398,1794329,"15-49","2024"
"N",400,1233751,"15-49","2024"
"N",404,7106680,"15-49","2024"
"N",408,2195030,"15-49","2024"
"N",410,5100658,"15-49","2024"
"N",414,332442,"15-49","2024"
"N",417,574732,"15-49","2024"
"N",418,826641,"15-49","2024"
"N",422,916696,"15-49","2024"
"N",426,248946,"15-49","2024"
"N",428,182906,"15-49","2024"
"N",430,621463,"15-49","2024"
"N",434,751527,"15-49","2024"
"N",438,2984,"15-49","2024"
"N",440,226480,"15-49","2024"
"N",442,76086,"15-49","2024"
"N",446,83610,"15-49","2024"
"N",450,2509754,"15-49","2024"
"N",454,2063675,"15-49","2024"
"N",458,3626014,"15-49","2024"
"N",462,39675,"15-49","2024"
"N",466,1169543,"15-49","2024"
"N",470,35840,"15-49","2024"
"N",474,37458,"15-49","2024"
"N",478,516529,"15-49","2024"
"N",480,120025,"15-49","2024"
"N",484,14780071,"15-49","2024"
"N",496,367355,"15-49","2024"
"N",498,284755,"15-49","2024"
"N",499,61425,"15-49","2024"
"N",500,634,"15-49","2024"
"N",504,3982808,"15-49","2024"
"N",508,3183472,"15-49","2024"
"N",512,458984,"15-49","2024"
"N",516,486053,"15-49","2024"
"N",520,1165,"15-49","2024"
"N",524,2060762,"15-49","2024"
"N",528,1644525,"15-49","2024"
"N",531,17942,"15-49","2024"
"N",533,14480,"15-49","2024"
"N",540,38080,"15-49","2024"
"N",548,30566,"15-49","2024"
"N",554,475235,"15-49","2024"
"N",558,813150,"15-49","2024"
"N",562,1043677,"15-49","2024"
"N",566,18084296,"15-49","2024"
"N",578,621343,"15-49","2024"
"N",583,14166,"15-49","2024"
"N",584,4420,"15-49","2024"
"N",585,2097,"15-49","2024"
"N",586,20600978,"15-49","2024"
"N",591,490727,"15-49","2024"
"N",598,882080,"15-49","2024"
"N",600,827823,"15-49","2024"
"N",604,3771101,"15-49","2024"
"N",608,12182074,"15-49","2024"
"N",616,3525929,"15-49","2024"
"N",620,1002561,"15-49","2024"
"N",624,286799,"15-49","2024"
"N",626,156507,"15-49","2024"
"N",630,315872,"15-49","2024"
"N",634,194975,"15-49","2024"
"N",638,134294,"15-49","2024"
"N",642,1811923,"15-49","2024"
"N",643,15647771,"15-49","2024"
"N",646,1777774,"15-49","2024"
"N",659,6080,"15-49","2024"
"N",660,2140,"15-49","2024"
"N",662,22623,"15-49","2024"
"N",670,13283,"15-49","2024"
"N",678,26611,"15-49","2024"
"N",682,3710006,"15-49","2024"
"N",686,1547426,"15-49","2024"
"N",688,921992,"15-49","2024"
"N",690,12603,"15-49","2024"
"N",694,860862,"15-49","2024"
"N",702,609089,"15-49","2024"
"N",703,607374,"15-49","2024"
"N",704,6842045,"15-49","2024"
"N",705,211757,"15-49","2024"
"N",706,1852741,"15-49","2024"
"N",710,10688966,"15-49","2024"
"N",716,1735450,"15-49","2024"
"N",724,4327570,"15-49","2024"
"N",728,1041630,"15-49","2024"
"N",729,4742476,"15-49","2024"
"N",732,64156,"15-49","2024"
"N",740,70986,"15-49","2024"
"N",748,178930,"15-49","2024"
"N",752,995928,"15-49","2024"
"N",756,813968,"15-49","2024"
"N",760,2350693,"15-49","2024"
"N",762,707495,"15-49","2024"
"N",764,5613983,"15-49","2024"
"N",768,918031,"15-49","2024"
"N",772,156,"15-49","2024"
"N",776,13323,"15-49","2024"
"N",780,175497,"15-49","2024"
"N",784,681677,"15-49","2024"
"N",788,1505510,"15-49","2024"
"N",792,7512864,"15-49","2024"
"N",795,584406,"15-49","2024"
"N",796,4791,"15-49","2024"
"N",798,960,"15-49","2024"
"N",800,5362066,"15-49","2024"
"N",804,4123785,"15-49","2024"
"N",807,165338,"15-49","2024"
"N",818,7670462,"15-49","2024"
"N",826,7380245,"15-49","2024"
"N",830,18011,"15-49","2024"
"N",834,6583972,"15-49","2024"
"N",840,36846169,"15-49","2024"
"N",850,10865,"15-49","2024"
"N",854,1383299,"15-49","2024"
"N",858,387759,"15-49","2024"
"N",860,2937862,"15-49","2024"
"N",862,3789431,"15-49","2024"
"N",876,1058,"15-49","2024"
"N",882,20966,"15-49","2024"
"N",887,3343660,"15-49","2024"
"N",894,2270999,"15-49","2024"
"Y",4,7716877,"15-49","2025"
"Y",8,394730,"15-49","2025"
"Y",12,6158881,"15-49","2025"
"Y",16,7008,"15-49","2025"
"Y",24,4961363,"15-49","2025"
"Y",28,10920,"15-49","2025"
"Y",31,1650971,"15-49","2025"
"Y",32,6958905,"15-49","2025"
"Y",36,3366462,"15-49","2025"
"Y",40,1121202,"15-49","2025"
"Y",44,42799,"15-49","2025"
"Y",48,165947,"15-49","2025"
"Y",50,39614392,"15-49","2025"
"Y",51,472715,"15-49","2025"
"Y",52,36738,"15-49","2025"
"Y",56,1035657,"15-49","2025"
"Y",60,5380,"15-49","2025"
"Y",64,135718,"15-49","2025"
"Y",68,1837872,"15-49","2025"
"Y",70,436180,"15-49","2025"
"Y",72,317090,"15-49","2025"
"Y",76,29147472,"15-49","2025"
"Y",84,78276,"15-49","2025"
"Y",90,113330,"15-49","2025"
"Y",92,3603,"15-49","2025"
"Y",96,63528,"15-49","2025"
"Y",100,759469,"15-49","2025"
"Y",104,8802468,"15-49","2025"
"Y",108,1791831,"15-49","2025"
"Y",112,1133961,"15-49","2025"
"Y",116,3189495,"15-49","2025"
"Y",120,4192724,"15-49","2025"
"Y",124,4628540,"15-49","2025"
"Y",132,75627,"15-49","2025"
"Y",136,7001,"15-49","2025"
"Y",140,945693,"15-49","2025"
"Y",144,3447934,"15-49","2025"
"Y",148,3079868,"15-49","2025"
"Y",152,2110679,"15-49","2025"
"Y",156,228801165,"15-49","2025"
"Y",158,2775326,"15-49","2025"
"Y",170,7599403,"15-49","2025"
"Y",174,149022,"15-49","2025"
"Y",175,41158,"15-49","2025"
"Y",178,841702,"15-49","2025"
"Y",180,14262242,"15-49","2025"
"Y",184,2245,"15-49","2025"
"Y",188,640628,"15-49","2025"
"Y",191,416914,"15-49","2025"
"Y",192,1376823,"15-49","2025"
"Y",196,154875,"15-49","2025"
"Y",203,1075486,"15-49","2025"
"Y",204,2258911,"15-49","2025"
"Y",208,681255,"15-49","2025"
"Y",212,7756,"15-49","2025"
"Y",214,1553927,"15-49","2025"
"Y",218,2708957,"15-49","2025"
"Y",222,997023,"15-49","2025"
"Y",226,217561,"15-49","2025"
"Y",231,21586145,"15-49","2025"
"Y",232,561480,"15-49","2025"
"Y",233,126240,"15-49","2025"
"Y",234,3162,"15-49","2025"
"Y",238,412,"15-49","2025"
"Y",242,133036,"15-49","2025"
"Y",246,656759,"15-49","2025"
"Y",250,7312043,"15-49","2025"
"Y",254,30494,"15-49","2025"
"Y",258,31155,"15-49","2025"
"Y",262,146333,"15-49","2025"
"Y",266,304311,"15-49","2025"
"Y",268,568590,"15-49","2025"
"Y",270,422615,"15-49","2025"
"Y",275,929290,"15-49","2025"
"Y",276,8877171,"15-49","2025"
"Y",288,4272436,"15-49","2025"
"Y",292,3465,"15-49","2025"
"Y",296,20691,"15-49","2025"
"Y",300,1091229,"15-49","2025"
"Y",304,5328,"15-49","2025"
"Y",308,12183,"15-49","2025"
"Y",312,39455,"15-49","2025"
"Y",316,19261,"15-49","2025"
"Y",320,3070912,"15-49","2025"
"Y",324,2398396,"15-49","2025"
"Y",328,114955,"15-49","2025"
