"is_in_union","division_numeric_code","population_count","age_range","mid_year"
"N",454,284252,"15-49","1971"
"N",458,936034,"15-49","1971"
"N",462,6120,"15-49","1971"
"N",466,284500,"15-49","1971"
"N",470,41105,"15-49","1971"
"N",474,42768,"15-49","1971"
"N",478,97207,"15-49","1971"
"N",480,82498,"15-49","1971"
"N",484,4373708,"15-49","1971"
"N",496,107263,"15-49","1971"
"N",498,341565,"15-49","1971"
"N",499,46710,"15-49","1971"
"N",500,1804,"15-49","1971"
"N",504,1032790,"15-49","1971"
"N",508,522619,"15-49","1971"
"N",512,51115,"15-49","1971"
"N",516,81843,"15-49","1971"
"N",520,628,"15-49","1971"
"N",524,469202,"15-49","1971"
"N",528,994898,"15-49","1971"
"N",531,20080,"15-49","1971"
"N",533,7855,"15-49","1971"
"N",540,16010,"15-49","1971"
"N",548,6914,"15-49","1971"
"N",554,298996,"15-49","1971"
"N",558,220842,"15-49","1971"
"N",562,139252,"15-49","1971"
"N",566,3077391,"15-49","1971"
"N",578,282596,"15-49","1971"
"N",583,6247,"15-49","1971"
"N",584,1791,"15-49","1971"
"N",585,1324,"15-49","1971"
"N",586,3156286,"15-49","1971"
"N",591,139355,"15-49","1971"
"N",598,194649,"15-49","1971"
"N",600,266127,"15-49","1971"
"N",604,1239096,"15-49","1971"
"N",608,3276531,"15-49","1971"
"N",616,3133615,"15-49","1971"
"N",620,654095,"15-49","1971"
"N",624,42389,"15-49","1971"
"N",626,40101,"15-49","1971"
"N",630,310004,"15-49","1971"
"N",634,6708,"15-49","1971"
"N",638,47760,"15-49","1971"
"N",642,1466528,"15-49","1971"
"N",643,11930033,"15-49","1971"
"N",646,279004,"15-49","1971"
"N",659,4411,"15-49","1971"
"N",660,860,"15-49","1971"
"N",662,9346,"15-49","1971"
"N",670,8418,"15-49","1971"
"N",678,6811,"15-49","1971"
"N",682,467480,"15-49","1971"
"N",686,257781,"15-49","1971"
"N",688,731382,"15-49","1971"
"N",690,5641,"15-49","1971"
"N",694,122591,"15-49","1971"
"N",702,234381,"15-49","1971"
"N",703,379314,"15-49","1971"
"N",704,3726857,"15-49","1971"
"N",705,183734,"15-49","1971"
"N",706,255765,"15-49","1971"
"N",710,2631866,"15-49","1971"
"N",716,387225,"15-49","1971"
"N",724,3215312,"15-49","1971"
"N",728,211198,"15-49","1971"
"N",729,622485,"15-49","1971"
"N",732,3187,"15-49","1971"
"N",740,32567,"15-49","1971"
"N",748,55816,"15-49","1971"
"N",752,662271,"15-49","1971"
"N",756,551589,"15-49","1971"
"N",760,432697,"15-49","1971"
"N",762,200107,"15-49","1971"
"N",764,3099384,"15-49","1971"
"N",768,108204,"15-49","1971"
"N",772,169,"15-49","1971"
"N",776,8062,"15-49","1971"
"N",780,110446,"15-49","1971"
"N",784,8184,"15-49","1971"
"N",788,422542,"15-49","1971"
"N",792,2236512,"15-49","1971"
"N",795,172056,"15-49","1971"
"N",796,640,"15-49","1971"
"N",798,810,"15-49","1971"
"N",800,696817,"15-49","1971"
"N",804,3882379,"15-49","1971"
"N",807,156690,"15-49","1971"
"N",818,2743130,"15-49","1971"
"N",826,3412124,"15-49","1971"
"N",830,10663,"15-49","1971"
"N",834,1022268,"15-49","1971"
"N",840,17140117,"15-49","1971"
"N",850,11009,"15-49","1971"
"N",854,213218,"15-49","1971"
"N",858,259877,"15-49","1971"
"N",860,891264,"15-49","1971"
"N",862,1169804,"15-49","1971"
"N",876,1054,"15-49","1971"
"N",882,12175,"15-49","1971"
"N",887,395291,"15-49","1971"
"N",894,260547,"15-49","1971"
"Y",4,2126334,"15-49","1972"
"Y",8,318033,"15-49","1972"
"Y",12,2106235,"15-49","1972"
"Y",16,3712,"15-49","1972"
"Y",24,1006403,"15-49","1972"
"Y",28,5373,"15-49","1972"
"Y",31,778874,"15-49","1972"
"Y",32,3696083,"15-49","1972"
"Y",36,1855069,"15-49","1972"
"Y",40,1156143,"15-49","1972"
"Y",44,22603,"15-49","1972"
"Y",48,31677,"15-49","1972"
"Y",50,12154834,"15-49","1972"
"Y",51,429902,"15-49","1972"
"Y",52,27963,"15-49","1972"
"Y",56,1630792,"15-49","1972"
"Y",60,7989,"15-49","1972"
"Y",64,48487,"15-49","1972"
"Y",68,662284,"15-49","1972"
"Y",70,601679,"15-49","1972"
"Y",72,67074,"15-49","1972"
"Y",76,13299857,"15-49","1972"
"Y",84,16845,"15-49","1972"
"Y",90,25096,"15-49","1972"
"Y",92,1106,"15-49","1972"
"Y",96,20252,"15-49","1972"
"Y",100,1634833,"15-49","1972"
"Y",104,4155055,"15-49","1972"
"Y",108,506194,"15-49","1972"
"Y",112,1652590,"15-49","1972"
"Y",116,1060933,"15-49","1972"
"Y",120,1141019,"15-49","1972"
"Y",124,3758914,"15-49","1972"
"Y",132,25746,"15-49","1972"
"Y",136,1322,"15-49","1972"
"Y",140,316885,"15-49","1972"
"Y",144,1811130,"15-49","1972"
"Y",148,677371,"15-49","1972"
"Y",152,1347229,"15-49","1972"
"Y",156,126597856,"15-49","1972"
"Y",158,2173066,"15-49","1972"
"Y",170,2692411,"15-49","1972"
"Y",174,35302,"15-49","1972"
"Y",175,3838,"15-49","1972"
"Y",178,181934,"15-49","1972"
"Y",180,3451131,"15-49","1972"
"Y",184,2416,"15-49","1972"
"Y",188,251147,"15-49","1972"
"Y",191,754950,"15-49","1972"
"Y",192,1397919,"15-49","1972"
"Y",196,93615,"15-49","1972"
"Y",203,1775732,"15-49","1972"
"Y",204,573770,"15-49","1972"
"Y",208,800297,"15-49","1972"
"Y",212,6415,"15-49","1972"
"Y",214,621234,"15-49","1972"
"Y",218,838585,"15-49","1972"
"Y",222,502702,"15-49","1972"
"Y",226,41768,"15-49","1972"
"Y",231,5308807,"15-49","1972"
"Y",232,217116,"15-49","1972"
"Y",233,234259,"15-49","1972"
"Y",234,5183,"15-49","1972"
"Y",238,346,"15-49","1972"
"Y",242,82124,"15-49","1972"
"Y",246,724958,"15-49","1972"
"Y",250,8140502,"15-49","1972"
"Y",254,6276,"15-49","1972"
"Y",258,11622,"15-49","1972"
"Y",262,19214,"15-49","1972"
"Y",266,121581,"15-49","1972"
"Y",268,813479,"15-49","1972"
"Y",270,94275,"15-49","1972"
"Y",275,164072,"15-49","1972"
"Y",276,10944884,"15-49","1972"
"Y",288,1353702,"15-49","1972"
"Y",292,4770,"15-49","1972"
"Y",296,7440,"15-49","1972"
"Y",300,1391615,"15-49","1972"
"Y",304,5915,"15-49","1972"
"Y",308,7421,"15-49","1972"
"Y",312,36221,"15-49","1972"
"Y",316,12297,"15-49","1972"
"Y",320,863013,"15-49","1972"
"Y",324,821047,"15-49","1972"
"Y",328,83604,"15-49","1972"
"Y",332,601760,"15-49","1972"
"Y",340,369430,"15-49","1972"
"Y",344,531646,"15-49","1972"
"Y",348,1942697,"15-49","1972"
"Y",352,29406,"15-49","1972"
"Y",356,109107276,"15-49","1972"
"Y",360,19379363,"15-49","1972"
"Y",364,4891127,"15-49","1972"
"Y",368,1494109,"15-49","1972"
"Y",372,331250,"15-49","1972"
"Y",376,459920,"15-49","1972"
"Y",380,8469566,"15-49","1972"
"Y",384,901857,"15-49","1972"
"Y",388,214497,"15-49","1972"
"Y",392,19031560,"15-49","1972"
"Y",398,2148431,"15-49","1972"
"Y",400,279742,"15-49","1972"
"Y",404,1562384,"15-49","1972"
"Y",408,2595892,"15-49","1972"
"Y",410,4759885,"15-49","1972"
"Y",414,124757,"15-49","1972"
"Y",417,462140,"15-49","1972"
"Y",418,436829,"15-49","1972"
"Y",422,316426,"15-49","1972"
"Y",426,187826,"15-49","1972"
"Y",428,407475,"15-49","1972"
"Y",430,249662,"15-49","1972"
"Y",434,292027,"15-49","1972"
"Y",438,3072,"15-49","1972"
"Y",440,544102,"15-49","1972"
"Y",442,56568,"15-49","1972"
"Y",446,27737,"15-49","1972"
"Y",450,983007,"15-49","1972"
"Y",454,836128,"15-49","1972"
"Y",458,1615965,"15-49","1972"
"Y",462,19997,"15-49","1972"
"Y",466,1112606,"15-49","1972"
"Y",470,44146,"15-49","1972"
"Y",474,30345,"15-49","1972"
"Y",478,173408,"15-49","1972"
"Y",480,121736,"15-49","1972"
"Y",484,7249562,"15-49","1972"
"Y",496,166585,"15-49","1972"
"Y",498,652896,"15-49","1972"
"Y",499,89736,"15-49","1972"
"Y",500,887,"15-49","1972"
"Y",504,2579267,"15-49","1972"
"Y",508,1646001,"15-49","1972"
"Y",512,120424,"15-49","1972"
"Y",516,109952,"15-49","1972"
"Y",520,1000,"15-49","1972"
"Y",524,2514283,"15-49","1972"
"Y",528,2153221,"15-49","1972"
"Y",531,14562,"15-49","1972"
"Y",533,7778,"15-49","1972"
"Y",540,9222,"15-49","1972"
"Y",548,12293,"15-49","1972"
"Y",554,366306,"15-49","1972"
"Y",558,323697,"15-49","1972"
"Y",562,961033,"15-49","1972"
"Y",566,10376985,"15-49","1972"
"Y",578,576597,"15-49","1972"
"Y",583,6551,"15-49","1972"
"Y",584,2537,"15-49","1972"
"Y",585,1356,"15-49","1972"
"Y",586,9756449,"15-49","1972"
"Y",591,211863,"15-49","1972"
"Y",598,457798,"15-49","1972"
"Y",600,296119,"15-49","1972"
"Y",604,1895459,"15-49","1972"
"Y",608,4936231,"15-49","1972"
"Y",616,5548214,"15-49","1972"
"Y",620,1504033,"15-49","1972"
"Y",624,127547,"15-49","1972"
"Y",626,103236,"15-49","1972"
"Y",630,356446,"15-49","1972"
"Y",634,12485,"15-49","1972"
"Y",638,59903,"15-49","1972"
"Y",642,3964923,"15-49","1972"
"Y",643,23870239,"15-49","1972"
"Y",646,590082,"15-49","1972"
"Y",659,3692,"15-49","1972"
"Y",660,452,"15-49","1972"
"Y",662,12206,"15-49","1972"
"Y",670,10283,"15-49","1972"
"Y",678,8672,"15-49","1972"
"Y",682,878933,"15-49","1972"
"Y",686,739882,"15-49","1972"
"Y",688,1518450,"15-49","1972"
"Y",690,5357,"15-49","1972"
"Y",694,540578,"15-49","1972"
"Y",702,288128,"15-49","1972"
"Y",703,786156,"15-49","1972"
"Y",704,5758564,"15-49","1972"
"Y",705,257903,"15-49","1972"
"Y",706,542725,"15-49","1972"
"Y",710,2652320,"15-49","1972"
"Y",716,778327,"15-49","1972"
"Y",724,5075549,"15-49","1972"
"Y",728,631227,"15-49","1972"
"Y",729,1756430,"15-49","1972"
"Y",732,12329,"15-49","1972"
"Y",740,44474,"15-49","1972"
"Y",748,47821,"15-49","1972"
"Y",752,1183437,"15-49","1972"
"Y",756,987883,"15-49","1972"
"Y",760,953220,"15-49","1972"
"Y",762,454503,"15-49","1972"
"Y",764,5670892,"15-49","1972"
"Y",768,390366,"15-49","1972"
"Y",772,173,"15-49","1972"
"Y",776,10115,"15-49","1972"
"Y",780,115256,"15-49","1972"
"Y",784,44329,"15-49","1972"
"Y",788,733855,"15-49","1972"
"Y",792,6158830,"15-49","1972"
"Y",795,323056,"15-49","1972"
"Y",796,575,"15-49","1972"
"Y",798,648,"15-49","1972"
"Y",800,1471120,"15-49","1972"
"Y",804,9090499,"15-49","1972"
"Y",807,298103,"15-49","1972"
"Y",818,5131418,"15-49","1972"
"Y",826,8984269,"15-49","1972"
"Y",830,17879,"15-49","1972"
"Y",834,2216133,"15-49","1972"
"Y",840,33303325,"15-49","1972"
"Y",850,6828,"15-49","1972"
"Y",854,1117999,"15-49","1972"
"Y",858,425841,"15-49","1972"
"Y",860,1788668,"15-49","1972"
"Y",862,1496612,"15-49","1972"
"Y",876,913,"15-49","1972"
"Y",882,17441,"15-49","1972"
"Y",887,1029749,"15-49","1972"
"Y",894,691109,"15-49","1972"
"N",4,499868,"15-49","1972"
"N",8,176391,"15-49","1972"
"N",12,1124124,"15-49","1972"
"N",16,2690,"15-49","1972"
"N",24,350441,"15-49","1972"
"N",28,9229,"15-49","1972"
"N",31,447928,"15-49","1972"
"N",32,2462022,"15-49","1972"
"N",36,1311907,"15-49","1972"
"N",40,591523,"15-49","1972"
"N",44,20063,"15-49","1972"
"N",48,14551,"15-49","1972"
"N",50,2009739,"15-49","1972"
"N",51,237799,"15-49","1972"
"N",52,27901,"15-49","1972"
"N",56,642638,"15-49","1972"
"N",60,5615,"15-49","1972"
"N",64,24698,"15-49","1972"
"N",68,425315,"15-49","1972"
"N",70,433428,"15-49","1972"
"N",72,81954,"15-49","1972"
"N",76,10313117,"15-49","1972"
"N",84,9124,"15-49","1972"
"N",90,12411,"15-49","1972"
"N",92,1017,"15-49","1972"
"N",96,11626,"15-49","1972"
"N",100,582427,"15-49","1972"
"N",104,2409953,"15-49","1972"
"N",108,303653,"15-49","1972"
"N",112,764307,"15-49","1972"
"N",116,590866,"15-49","1972"
"N",120,422806,"15-49","1972"
"N",124,1718044,"15-49","1972"
"N",132,31475,"15-49","1972"
"N",136,1035,"15-49","1972"
"N",140,109721,"15-49","1972"
"N",144,1247706,"15-49","1972"
"N",148,192946,"15-49","1972"
"N",152,1181764,"15-49","1972"
"N",156,64799851,"15-49","1972"
"N",158,1529011,"15-49","1972"
"N",170,2435343,"15-49","1972"
"N",174,17177,"15-49","1972"
"N",175,3657,"15-49","1972"
"N",178,135864,"15-49","1972"
"N",180,1540424,"15-49","1972"
"N",184,1682,"15-49","1972"
"N",188,193313,"15-49","1972"
"N",191,429466,"15-49","1972"
"N",192,665594,"15-49","1972"
"N",196,59455,"15-49","1972"
"N",203,705216,"15-49","1972"
"N",204,126929,"15-49","1972"
"N",208,360233,"15-49","1972"
"N",212,9260,"15-49","1972"
"N",214,422009,"15-49","1972"
"N",218,575972,"15-49","1972"
"N",222,366414,"15-49","1972"
"N",226,25158,"15-49","1972"
"N",231,1582584,"15-49","1972"
"N",232,104138,"15-49","1972"
"N",233,130335,"15-49","1972"
"N",234,3223,"15-49","1972"
"N",238,183,"15-49","1972"
"N",242,48126,"15-49","1972"
"N",246,454953,"15-49","1972"
"N",250,4042006,"15-49","1972"
"N",254,5247,"15-49","1972"
"N",258,14389,"15-49","1972"
"N",262,21289,"15-49","1972"
"N",266,25902,"15-49","1972"
"N",268,441163,"15-49","1972"
"N",270,20857,"15-49","1972"
"N",275,80245,"15-49","1972"
"N",276,7501533,"15-49","1972"
"N",288,632419,"15-49","1972"
"N",292,2248,"15-49","1972"
"N",296,4767,"15-49","1972"
"N",300,728685,"15-49","1972"
"N",304,4605,"15-49","1972"
"N",308,12445,"15-49","1972"
"N",312,35872,"15-49","1972"
"N",316,7566,"15-49","1972"
"N",320,454381,"15-49","1972"
"N",324,196585,"15-49","1972"
"N",328,73153,"15-49","1972"
"N",332,542764,"15-49","1972"
"N",340,249217,"15-49","1972"
"N",344,392413,"15-49","1972"
"N",348,762740,"15-49","1972"
"N",352,19050,"15-49","1972"
"N",356,23548665,"15-49","1972"
"N",360,8418664,"15-49","1972"
"N",364,1743262,"15-49","1972"
"N",368,678240,"15-49","1972"
"N",372,311160,"15-49","1972"
"N",376,254338,"15-49","1972"
"N",380,4758736,"15-49","1972"
"N",384,262809,"15-49","1972"
"N",388,176849,"15-49","1972"
"N",392,11152386,"15-49","1972"
"N",398,1193574,"15-49","1972"
"N",400,113250,"15-49","1972"
"N",404,924855,"15-49","1972"
"N",408,1246361,"15-49","1972"
"N",410,3167035,"15-49","1972"
"N",414,45705,"15-49","1972"
"N",417,243496,"15-49","1972"
"N",418,229859,"15-49","1972"
"N",422,231554,"15-49","1972"
"N",426,82796,"15-49","1972"
"N",428,234250,"15-49","1972"
"N",430,88142,"15-49","1972"
"N",434,177516,"15-49","1972"
"N",438,2543,"15-49","1972"
"N",440,295101,"15-49","1972"
"N",442,26458,"15-49","1972"
"N",446,33912,"15-49","1972"
"N",450,513121,"15-49","1972"
"N",454,290704,"15-49","1972"
"N",458,973875,"15-49","1972"
"N",462,6366,"15-49","1972"
"N",466,287965,"15-49","1972"
"N",470,40834,"15-49","1972"
"N",474,42565,"15-49","1972"
"N",478,100272,"15-49","1972"
"N",480,85051,"15-49","1972"
"N",484,4545208,"15-49","1972"
"N",496,111468,"15-49","1972"
"N",498,351189,"15-49","1972"
"N",499,47679,"15-49","1972"
"N",500,1802,"15-49","1972"
"N",504,1096200,"15-49","1972"
"N",508,533543,"15-49","1972"
"N",512,52917,"15-49","1972"
"N",516,85474,"15-49","1972"
"N",520,637,"15-49","1972"
"N",524,482924,"15-49","1972"
"N",528,1015595,"15-49","1972"
"N",531,20699,"15-49","1972"
"N",533,7974,"15-49","1972"
"N",540,16789,"15-49","1972"
"N",548,7203,"15-49","1972"
"N",554,307893,"15-49","1972"
"N",558,230554,"15-49","1972"
"N",562,142794,"15-49","1972"
"N",566,3144940,"15-49","1972"
"N",578,287482,"15-49","1972"
"N",583,6241,"15-49","1972"
"N",584,1910,"15-49","1972"
"N",585,1354,"15-49","1972"
"N",586,3259135,"15-49","1972"
"N",591,144706,"15-49","1972"
"N",598,199699,"15-49","1972"
"N",600,274089,"15-49","1972"
"N",604,1280170,"15-49","1972"
"N",608,3399521,"15-49","1972"
"N",616,3196749,"15-49","1972"
"N",620,659515,"15-49","1972"
"N",624,43049,"15-49","1972"
"N",626,40814,"15-49","1972"
"N",630,320330,"15-49","1972"
"N",634,7183,"15-49","1972"
"N",638,49022,"15-49","1972"
"N",642,1486234,"15-49","1972"
"N",643,12140088,"15-49","1972"
"N",646,295327,"15-49","1972"
"N",659,4601,"15-49","1972"
"N",660,877,"15-49","1972"
"N",662,9689,"15-49","1972"
"N",670,8610,"15-49","1972"
"N",678,6968,"15-49","1972"
"N",682,487177,"15-49","1972"
"N",686,265567,"15-49","1972"
"N",688,729898,"15-49","1972"
"N",690,5897,"15-49","1972"
"N",694,124484,"15-49","1972"
"N",702,246534,"15-49","1972"
"N",703,383276,"15-49","1972"
"N",704,3907934,"15-49","1972"
"N",705,183725,"15-49","1972"
"N",706,257378,"15-49","1972"
"N",710,2714645,"15-49","1972"
"N",716,402817,"15-49","1972"
"N",724,3281157,"15-49","1972"
"N",728,216366,"15-49","1972"
"N",729,642047,"15-49","1972"
"N",732,3090,"15-49","1972"
"N",740,32804,"15-49","1972"
"N",748,57486,"15-49","1972"
"N",752,660568,"15-49","1972"
"N",756,557139,"15-49","1972"
"N",760,457786,"15-49","1972"
"N",762,211686,"15-49","1972"
"N",764,3235877,"15-49","1972"
"N",768,112629,"15-49","1972"
"N",772,175,"15-49","1972"
"N",776,8208,"15-49","1972"
"N",780,113419,"15-49","1972"
"N",784,9435,"15-49","1972"
"N",788,439145,"15-49","1972"
"N",792,2322476,"15-49","1972"
"N",795,182951,"15-49","1972"
"N",796,680,"15-49","1972"
"N",798,828,"15-49","1972"
"N",800,714534,"15-49","1972"
"N",804,3908465,"15-49","1972"
"N",807,157874,"15-49","1972"
"N",818,2812783,"15-49","1972"
"N",826,3470266,"15-49","1972"
"N",830,10960,"15-49","1972"
"N",834,1054360,"15-49","1972"
"N",840,17688257,"15-49","1972"
"N",850,11504,"15-49","1972"
"N",854,217027,"15-49","1972"
"N",858,259161,"15-49","1972"
"N",860,946720,"15-49","1972"
"N",862,1220841,"15-49","1972"
"N",876,1044,"15-49","1972"
"N",882,12424,"15-49","1972"
"N",887,399445,"15-49","1972"
"N",894,272504,"15-49","1972"
"Y",4,2178123,"15-49","1973"
"Y",8,327381,"15-49","1973"
"Y",12,2167835,"15-49","1973"
"Y",16,3832,"15-49","1973"
"Y",24,1028922,"15-49","1973"
"Y",28,5423,"15-49","1973"
"Y",31,790433,"15-49","1973"
"Y",32,3735850,"15-49","1973"
"Y",36,1884796,"15-49","1973"
"Y",40,1143791,"15-49","1973"
"Y",44,22979,"15-49","1973"
"Y",48,33069,"15-49","1973"
"Y",50,12307077,"15-49","1973"
"Y",51,443028,"15-49","1973"
"Y",52,28627,"15-49","1973"
"Y",56,1626736,"15-49","1973"
"Y",60,8081,"15-49","1973"
"Y",64,49632,"15-49","1973"
"Y",68,677711,"15-49","1973"
"Y",70,610371,"15-49","1973"
"Y",72,68747,"15-49","1973"
"Y",76,13724482,"15-49","1973"
"Y",84,16839,"15-49","1973"
"Y",90,25718,"15-49","1973"
"Y",92,1134,"15-49","1973"
"Y",96,21212,"15-49","1973"
"Y",100,1630638,"15-49","1973"
"Y",104,4262130,"15-49","1973"
"Y",108,510889,"15-49","1973"
"Y",112,1656323,"15-49","1973"
"Y",116,1086948,"15-49","1973"
"Y",120,1165638,"15-49","1973"
"Y",124,3816025,"15-49","1973"
"Y",132,25540,"15-49","1973"
"Y",136,1430,"15-49","1973"
"Y",140,319386,"15-49","1973"
"Y",144,1864290,"15-49","1973"
"Y",148,692336,"15-49","1973"
"Y",152,1367492,"15-49","1973"
"Y",156,130778548,"15-49","1973"
"Y",158,2246748,"15-49","1973"
"Y",170,2778186,"15-49","1973"
"Y",174,35972,"15-49","1973"
"Y",175,4010,"15-49","1973"
"Y",178,186584,"15-49","1973"
"Y",180,3530241,"15-49","1973"
"Y",184,2379,"15-49","1973"
"Y",188,260340,"15-49","1973"
"Y",191,753123,"15-49","1973"
"Y",192,1411199,"15-49","1973"
"Y",196,95928,"15-49","1973"
"Y",203,1775506,"15-49","1973"
"Y",204,584860,"15-49","1973"
"Y",208,801290,"15-49","1973"
"Y",212,6338,"15-49","1973"
"Y",214,640136,"15-49","1973"
"Y",218,867762,"15-49","1973"
"Y",222,515401,"15-49","1973"
"Y",226,40240,"15-49","1973"
"Y",231,5443998,"15-49","1973"
"Y",232,222680,"15-49","1973"
"Y",233,234861,"15-49","1973"
"Y",234,5252,"15-49","1973"
"Y",238,340,"15-49","1973"
"Y",242,84930,"15-49","1973"
"Y",246,732567,"15-49","1973"
"Y",250,8152104,"15-49","1973"
"Y",254,6556,"15-49","1973"
"Y",258,12032,"15-49","1973"
"Y",262,20365,"15-49","1973"
"Y",266,121374,"15-49","1973"
"Y",268,817965,"15-49","1973"
"Y",270,96934,"15-49","1973"
"Y",275,169894,"15-49","1973"
"Y",276,10899978,"15-49","1973"
"Y",288,1384000,"15-49","1973"
"Y",292,4749,"15-49","1973"
"Y",296,7557,"15-49","1973"
"Y",300,1393327,"15-49","1973"
"Y",304,5995,"15-49","1973"
"Y",308,7406,"15-49","1973"
"Y",312,35884,"15-49","1973"
"Y",316,12805,"15-49","1973"
"Y",320,886509,"15-49","1973"
"Y",324,835028,"15-49","1973"
"Y",328,85497,"15-49","1973"
"Y",332,615754,"15-49","1973"
"Y",340,381069,"15-49","1973"
"Y",344,533326,"15-49","1973"
"Y",348,1939300,"15-49","1973"
"Y",352,29975,"15-49","1973"
"Y",356,111605716,"15-49","1973"
"Y",360,19863336,"15-49","1973"
"Y",364,5029184,"15-49","1973"
"Y",368,1541995,"15-49","1973"
"Y",372,336684,"15-49","1973"
"Y",376,473931,"15-49","1973"
"Y",380,8411593,"15-49","1973"
"Y",384,943103,"15-49","1973"
"Y",388,215562,"15-49","1973"
"Y",392,19202563,"15-49","1973"
"Y",398,2184814,"15-49","1973"
"Y",400,284978,"15-49","1973"
"Y",404,1622810,"15-49","1973"
"Y",408,2640515,"15-49","1973"
"Y",410,4823172,"15-49","1973"
"Y",414,132944,"15-49","1973"
"Y",417,469267,"15-49","1973"
"Y",418,448124,"15-49","1973"
"Y",422,323892,"15-49","1973"
"Y",426,192530,"15-49","1973"
"Y",428,406581,"15-49","1973"
"Y",430,255620,"15-49","1973"
"Y",434,300551,"15-49","1973"
"Y",438,3150,"15-49","1973"
"Y",440,546182,"15-49","1973"
"Y",442,56752,"15-49","1973"
"Y",446,27681,"15-49","1973"
"Y",450,1012568,"15-49","1973"
"Y",454,853663,"15-49","1973"
"Y",458,1665114,"15-49","1973"
"Y",462,20404,"15-49","1973"
"Y",466,1130357,"15-49","1973"
"Y",470,44639,"15-49","1973"
"Y",474,30156,"15-49","1973"
"Y",478,178298,"15-49","1973"
"Y",480,125548,"15-49","1973"
"Y",484,7450614,"15-49","1973"
"Y",496,170051,"15-49","1973"
"Y",498,659673,"15-49","1973"
"Y",499,91796,"15-49","1973"
"Y",500,905,"15-49","1973"
"Y",504,2604818,"15-49","1973"
"Y",508,1681590,"15-49","1973"
"Y",512,124359,"15-49","1973"
"Y",516,111749,"15-49","1973"
"Y",520,1026,"15-49","1973"
"Y",524,2558007,"15-49","1973"
"Y",528,2175559,"15-49","1973"
"Y",531,14912,"15-49","1973"
"Y",533,8022,"15-49","1973"
"Y",540,9678,"15-49","1973"
"Y",548,12713,"15-49","1973"
"Y",554,375836,"15-49","1973"
"Y",558,332742,"15-49","1973"
"Y",562,985374,"15-49","1973"
"Y",566,10593774,"15-49","1973"
"Y",578,576216,"15-49","1973"
"Y",583,6386,"15-49","1973"
"Y",584,2665,"15-49","1973"
"Y",585,1383,"15-49","1973"
"Y",586,9999312,"15-49","1973"
"Y",591,218115,"15-49","1973"
"Y",598,469606,"15-49","1973"
"Y",600,305230,"15-49","1973"
"Y",604,1945847,"15-49","1973"
"Y",608,5113834,"15-49","1973"
"Y",616,5614026,"15-49","1973"
"Y",620,1519598,"15-49","1973"
"Y",624,129694,"15-49","1973"
"Y",626,105463,"15-49","1973"
"Y",630,365941,"15-49","1973"
"Y",634,13329,"15-49","1973"
"Y",638,60634,"15-49","1973"
"Y",642,4003577,"15-49","1973"
"Y",643,23997045,"15-49","1973"
"Y",646,604513,"15-49","1973"
"Y",659,3762,"15-49","1973"
"Y",660,455,"15-49","1973"
"Y",662,12338,"15-49","1973"
"Y",670,10469,"15-49","1973"
"Y",678,8893,"15-49","1973"
"Y",682,917869,"15-49","1973"
"Y",686,761070,"15-49","1973"
"Y",688,1528992,"15-49","1973"
"Y",690,5474,"15-49","1973"
"Y",694,548774,"15-49","1973"
"Y",702,297255,"15-49","1973"
"Y",703,792024,"15-49","1973"
"Y",704,5897917,"15-49","1973"
"Y",705,258886,"15-49","1973"
"Y",706,550320,"15-49","1973"
"Y",710,2725779,"15-49","1973"
"Y",716,806623,"15-49","1973"
